,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
4316,2012-09-05,Kariva,desogestrel/ethinyl estradiol,"I started taking Kariva when Ortho Tri Cyclen Lo became too expensive for me.  I have been on Kariva for the past 4 years.  Positives: predictable 5 day periods, no acne, less moodswings. Negatives: weight gain (20 pounds), NO libido whatsoever.  I was able to deal with the side effects for 4 years(my poor boyfriend), and now I've had enough. I've stopped taking it, immediately lost 5 pounds, have a great libido again, and find it easy to track my period with P-Tracker app. ",5.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4317,2012-09-05,Kariva,desogestrel/ethinyl estradiol,"I have been on Kariva for three months now. It has been the first birth control I have tried and it seems to work in the area of birth control as I have not become pregnant. However, I have had my period for eight days every two weeks and finally figured out that my depression systems may have been caused by it; I've been terribly moody, depressed, and cry way more often than normal once I started taking Kariva. Sleep disruptions, loss of appetite, and lower sex drive have also been symptoms I've experienced.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
4318,2012-09-03,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"Portia is amazing! It has made me lose 10lbs in 2 weeks and I have bipolar disorder and it has not affected my moods at all, it's actually improved my PMS. I'm so happy with this and I would recommend it to everyone, it's just great.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4319,2012-08-28,Copaxone,glatiramer,I'm 17 and I've been on this medicine for 6 months now and I'm super pleased with it. I choose it because I didn't want flu-like symptoms. At first I was nervous about getting skin reactions but I haven't had anything at all! It was quite painful for the first couple of weeks and using heat and cold packs helped it but now I don't need to use them. I totally recommend this but it's a bit too soon for me to know if it's reducing attacks.,8.0,Taken for 1 to 6 months,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4320,2012-08-28,Ziac,bisoprolol/hydrochlorothiazide,Works great. Calming.,6.0,Taken for less than 1 month,For High Blood Pressure:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4321,2012-08-27,Velivet,desogestrel/ethinyl estradiol,"Velivet worked well as birth control, but made me really nervous and emotional all the time. I would get upset and/or cry over anything. ",5.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",4 / 10
4322,2012-08-25,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"This pill is probably good for a lot of people but it is not good for acne prone people.  I was constantly breaking out on this pill with horrible, painful cysts.  The lower amount of estrogen in this pill is better for a lot of women but it severely aggravated my acne.  Right after I switched to a higher estrogen dose pill, my acne cleared up.  The only thing I liked about this pill was it gave me very short and light periods.",4.0,Taken for 6 months to 1 year,For Acne:,"Teva Pharmaceuticals USA, Inc.",2 / 10
4323,2012-08-23,Provigil,modafinil,"After the first 200mg dose, I experienced a powerful, irresistible and complete voiding of my bowel.  It left me weak so I did not take any more for a full day. Then I took half a tablet (100mg) and experienced the same thing again.  At a quarter dose (50mg) the same thing happened.  I think Provigil is an excellent laxative.  It gave (at all those doses) a moderate improvement in wakefulness for about two hours; it did not help with my cataplexy.  Since then 40mg (4 x 10mg) of methylphenidate allows me to stay awake and alert and also eliminates attacks of catalepxy.",8.0,Taken for less than 1 month,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",1 / 10
4324,2012-08-18,Seasonique,ethinyl estradiol/levonorgestrel,"Started this thinking it would be a great fit for me. I am 23 years old, just had a baby 6 weeks before. I had stopped the bleeding after having a baby so I started taking the birth control. After a few days I noticed right away that my anxiety got really bad. I had ZERO patience for anything which was taking a toll on my family (this is not due to the new baby). I didn't want to be around anyone, everything annoyed me. I am normally a very laid back, easy going person so this was abnormal. The panic attacks would get so horrible I would curl up in a ball and cry. My sex drive was normal, but wasn't there cause all I would do was bleed heavily. I have been bleeding heavily for 3 weeks now. Stopped the pack after 2 weeks.",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",
4325,2012-08-17,Ogestrel 0.5/50,ethinyl estradiol/norgestrel,"My gynecologist put me on this medication because I have ovarian cysts on both ovaries and also take anticonvulsants, which can make birth control less effective. Since this is the highest dose of BC we were hopeful to avoid surgery. The first month I was on Ogestrel I went from being emotionally well balanced to crying everyday, becoming angry very easily, and feeling very anxious. I did not have any further side effects, but could not take this medication any longer. The Ogestrel had no effect on the ovarian cysts.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
4326,2012-08-15,Jolessa,ethinyl estradiol/levonorgestrel,"I'm on my second pack. I have not take birth control in years but my doctor recommended it to help with my endometriosis.  Previously I had cramps, no cramps now.  No spotting, period came as scheduled with the pills.  No headaches.  I have noticed some acne but nothing to worry about really.  I have gained weight, about 10 pounds, and went up 1 bra size, without any change in diet or my exercise program.  I find that I am hungry all the time and not sure how to lose these 10 pounds without going on a very strict diet.  Other than the weight, I'm very happy with Jolessa.",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4327,2012-08-14,Copaxone,glatiramer,Did nothing to slow down the progression but did help with the muscle cramping and twitching.,8.0,Taken for 10 years or more,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",4 / 10
4328,2012-08-13,Ocella,drospirenone/ethinyl estradiol,"Pros: Periods were lighter, cramps hardly existed, not pregnant.  I got on the pill for these reasons. So, yes it worked for that. In addition, I lost about 27 pounds. However, CONS: I was SUPER depressed and that depression hit hard. I've always been a happy, outgoing person, but Ocella made me upset at random times and now that I'm off it, my period is heavier than before and the cramps are worse. I've also gained weight since going off the pill. I'm 18, 5'7, 189 lbs. I would not recommend it. Of course there was the noticeable decline in sex drive, but that didn't bother me much.",6.0,Taken for 1 to 2 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4329,2012-08-09,Fentora,fentanyl,This medication is the best for taking the severe pain out of my head. I was told I get cluster headaches and I'm glad to get this medication to help with the intense pain. My Insurance Co. will NOT help cover this so I have to pay all out of pocket. My last employers Insurance company paid most of it with me paying $40.00 out of pocket. ,9.0,Taken for 5 to 10 years,For Chronic Pain:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4330,2012-08-08,Nuvigil,armodafinil,I love this medication because of the diagnosis of fibromyalgia. I have such a hard time getting motivated and not wanting to sleep all the time. This medication helps me stay awake. I just wanted to let everyone know that there is a prescription card out there usually at the doctors office. It will help with the co-pay and usually takes up to $50.00 off of the cost of the medication. ,7.0,Taken for 2 to 5 years,For Fibromyalgia:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4331,2012-08-05,Seasonique,ethinyl estradiol/levonorgestrel,"I've been taking Seasonique for two years. When I first started using it nothing major really changed with my body, but after the first couple of months I started to break out more often and my sex drive was practically non-existent. Two years later, the acne problem isn't as bad, but my sex drive is still gone and during intercourse I am also dry which makes intercourse uncomfortable. This was my first birth-control and I am now switching.",5.0,Taken for 1 to 2 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4332,2012-08-05,Aviane,ethinyl estradiol/levonorgestrel,"I've used Aviane for approx. 14 years, I'm 43 now.  My doctor recommended Aviane because it had a low hormone level.  I never gained weight and my period have for the most part always been light.  The only side effect that I've experienced is Melasma (dark spots on face).  I've recently tried to get off of this birth control but I experienced immediate weight gain. It could be attributed to my age...I don't know.   Since I'm single now am not sexually active right now I'm going to stop using Aviane to see if my dark spot problem clears up.",6.0,Taken for 10 years or more,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4333,2012-07-31,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"In February I started Junel. It's been very good with almost everything, but it hasn't helped with my cramping. I have regular periods that aren't heavy or light, they're just sort of painful. I haven't had any breakouts, major weight gain, or bad nausea. As for spotting, it only happened for a few weeks during my first month on Junel. My breasts also grew about a cup size.",4.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4334,2012-07-31,Camrese,ethinyl estradiol/levonorgestrel,"I am taking this to try and prevent 9-15 monthly migraines. I do not need it for birth control, I've had a tubaligation, and a uterine ablation to prevent extremely heavy menstrual cycles. I am on week 9 of this medicine. On week 2 to the present I've had extreme left breast tenderness and nausea, week 3-5 I had gross brown discharge, on week 5 to present I've had a heavier than normal menstrual cycle. My Dr says to give it time, that it takes sometimes at least 3-6 months. If this was just for birth control I would have switched because, there are so many other options available. I am waiting this out only because I have such severe migraines. I am still having migraines but, there not as severe.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",
4335,2012-07-30,Gianvi,drospirenone/ethinyl estradiol,"I've been on Gianvi for about three months now. It's been amazing for my period which was heavy, long, and always a miserable experience. I bled for a whole month when I first started taking it, but my doctor said that was normal...so I loved what it did for my period. What I did not love is that I am so hungry all the time on this pill, and although I haven't gone too overboard with eating, I've gained 10 pounds since starting the pill. It has done nothing to help my acne, it has made me lazy, and my mood swings are out of control...I'll become a sobbing mess out of nowhere.",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4336,2012-07-30,Ocella,drospirenone/ethinyl estradiol,I have used Ocella for years and have not had any major problems. The most I have felt is some breast tenderness close to my period which I have always had and sometimes some mild nausea my first 2 days or so on the pill during the first active week. I am happy with the effectiveness. I had irregular and very heavy periods that would last 11 days. This medicine has given me light and regular periods normally lasting 5 days. I haven't experienced any emotional side effects or severe physical effects.,6.0,Taken for 5 to 10 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4337,2012-07-25,Adderall,amphetamine/dextroamphetamine,"I am a 69 year old female who has been diagnosed with Fibromyalgia and Chronic Fatigue Syndrome since I was in my 30's.  The CFS came long after the FMS but Adderall 20 mg 3 x's daily has made my life bearable, enabled me to stay awake, boosted my energy (I also have Hashimoto's disease - hypothyroid) and has provided me with a feeling of normalcy.  I see my doctor every 3 months for blood work and medical care.  Got a new script today but insurance wants a pre-authorization which will take 3-4 days and I am out of this medication.  Guess it will be a sleepy weekend coming up!  Adderall rocks!",8.0,Taken for 2 to 5 years,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4338,2012-07-23,LoSeasonique,ethinyl estradiol/levonorgestrel,"In my case, the convenience of only having 4 periods a year outweighs the inconvenience of having decreased sex drive.",5.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4339,2012-07-19,Provigil,modafinil,"I can't take Provigil daily because it is expensive so I use it on days when I need to accomplish important tasks (shopping, housework, social occasions, etc.).
Having suffered from depression since my teens, and although my standard medicines help, Provigil is the only medicine ever that has made me feel ""good"". I'm so happy my psychiatrist suggested this medication and I hope that it is approved for depression so that insurance companies will cover it.",8.0,,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4340,2012-07-18,Provigil,modafinil,"Originally prescribed Provigil for sleep apnea, or at least that is what my doctors said so that my insurance would pay for it, however my sleep study was done a long time ago when I weighed more and insurance has recently stopped paying. I actually take the medication due to 2 previous head injuries. I have been on the medication for about 4-5 years. During that time I have returned to work and school to pursue a nursing degree. Off of the Provigil I have to take a nap every day, begin to forget things, and fail my classes at school. I have had to make many lifestyle changes since my accidents and taking Provigil really helps me. I am a single mom of 2 teenagers and just want close to normal life as possible.",8.0,,For Obstructive Sleep Apnea/Hypopnea Syndrome:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4341,2012-07-18,Copaxone,glatiramer,"I started Copaxone 2 years ago and I am doing fantastic! I never miss a day and aside from a small bump at the injection site that lasts for a few hours, I have not experienced any negative side effects. I had my latest MRI 2 weeks ago and according to my neurologist, everything looks great.",8.0,,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4342,2012-07-17,Ocella,drospirenone/ethinyl estradiol,"I began using this birth control in January 2012 to treat cystic acne and to prep me for beginning Accutane. My periods before this pill were bad, I had heavy bleeding with painful cramps. Once I began the birth control they got lighter and now I have absolutely no cramps! My face looks fantastic now, I only have the occasional zit. I can handle that since I used to have 20 at one time. I would say I started to notice side effects around May of 2012. I began having pretty bad headaches, usually everyday when I wake up. I had a little bit of weight gain. The worst was how moody I began to be. I would really only like spending time alone. I also lost my sex drive completely. ",6.0,Taken for 6 months to 1 year,For Acne:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4343,2012-07-17,Seasonique,ethinyl estradiol/levonorgestrel,I was going through postpartum depression really bad. I was on this pill for seven years before I got pregnant. I went back on the pill for postpartum depression and its calmed my anxiety. It has done wonders for me. I did not get pregnant on this pill.,5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4344,2012-07-13,Seasonique,ethinyl estradiol/levonorgestrel,I love this pill! I used to have very painful periods and other birth controls would make me feel worse. My Doctor didn't want to prescribe me this but I wanted it anyway. I only get 4 periods a year. This pill doesn't make me gain weight and it has helped my acne more than others. I have been on this pill for over a year now and I will never switch to anything else. I trust this pill and am very satisfied with it! I would definitely recommend this to any woman out there!,5.0,Taken for 1 to 2 years,For Polycystic Ovary Syndrome:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4345,2012-07-11,Claravis,isotretinoin,I have recently started using the medicine about a week ago. I have seen the most amazing results. The only down side about it is it causes my allergies to flare causing me to have headaches and the worst chapped lips ever! Other than that no complaints at this time.,8.0,Taken for less than 1 month,For Acne:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4346,2012-07-10,Seasonique,ethinyl estradiol/levonorgestrel,"I have struggled with endometriosis and polycystic ovarian syndrome- so being put on the pill wasn't much of an option for me, I needed something to control the unbearable pain for it was really limiting my life. Since I began Seasonique over a month ago- I have had painful stomach aches that seem to be worst for the first few hours after I wake up. My emotions have been off the wall, everything is making me cry- I am easily agitated, and haven't felt like myself. I don't feel depressed- just irritated and emotional most days. I think the worst side effect has been the explosive diarrhea that sneaks up on me- embarrassing. This has never happened to me before, and now it's at least once a day an urgent run to the bathroom is needed.",5.0,Taken for 1 to 6 months,For Endometriosis:,"Teva Pharmaceuticals USA, Inc.",4 / 10
4347,2012-07-09,Jolessa,ethinyl estradiol/levonorgestrel,"I started taking this medication for endometriosis as a last option before surgery. While I have only been on this medication for a little under three months I must say I'm so impressed. After reading reviews I was a little nervous. I have had very little pain and my menstrual cramping is completely gone almost. I haven't had any spotting or hair loss! It does not make me sick and very little breast soreness. When compared to other medicines I have taken, this is like a Godsend. While I know this will not take care of my problems forever it is working wonders right now! Everyone reacts to medicines differently and I just had to share my experience to tell everyone how wonderful this one is if you are considering taking it.",5.0,,For Endometriosis:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4348,2012-07-07,Reclipsen,desogestrel/ethinyl estradiol,,6.0,Taken for less than 1 month,,"Teva Pharmaceuticals USA, Inc.",1 / 10
4349,2012-07-06,Copaxone,glatiramer,"Was diagnosised 11/2002. Put on Copaxone.  Had to fight with insurance who kept denying for 6 months.  But finally approved. In 9 yrs, have only had one major relapse that put me in hospital. Paralyzed from waist down for four weeks.  Now use walker. God answered everyone's  prayers. In 9 yrs have only missed taking my shot ""once"". Had problems in beginning with thigh shot. Nurse helped with that. Am very happy with Copaxone.",8.0,Taken for 5 to 10 years,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4350,2012-07-02,Antabuse,disulfiram,"This medicine is a God send. I've been in recovery for 4 years, pretty much done it all: AA meetings daily, 33 day detox/rehab, IOP, 1:1 therapy at an addiction center, prescriptions for naltrexone and Campral. Two years into treatment, I still wanted to drink. My husband was desperate and suggested Antabuse. I researched it on the internet and was willing to try anything. My primary doc knew I was crazy so he prescribed it. I took it for 3 months, drank once on it...thought I'd die and that was the end of that. After 3 months, I wasn't obsessing about drinking any longer so I stopped taking it daily. I carry it with me at all times. Take 1 here and there so I never know if its in my system. No side effects. This is not a magic bullet. You MUST have an honest desire to stop drinking.",8.0,Taken for 2 to 5 years,For Alcohol Dependence:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4351,2012-07-01,Claravis,isotretinoin,"19 years old. I experienced acne since 12 on chest, face, neck, and extending to my entire back. Beginning my third month of Claravis and I have ENTIRELY been cured of my acne. I no longer have any pimples and I don't wear makeup anymore. It's incredible. 

Side effects: chapped lips. First month: Fatigue",8.0,Taken for 1 to 6 months,For Acne:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4352,2012-06-30,Actiq,fentanyl,"My experience with Actiq was like a miracle.  I get many, very severe migraines, especially when I am in a stressful, rushed situation.  Some of these occasions are holidays, birthdays, etc.  I would try to prepare ahead of time, but frequently I would get a migraine.  When a bad migraine doesn't abate after the usual rescue and pain management medicines, I would take Actiq, without it I can't participate with my family to help with any preparations, spend any time with them, and can't even sit down to have a meal with them.  After several times of a ruined holiday or special times with family, they either forget you or resent you.  Children don't understand at all.  So, the next time there's a special event, you get nervous thinking of it.",9.0,Taken for 2 to 5 years,For Pain:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4353,2012-06-29,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,I have been on Portia for over a year it has made me lose weight and caused me to have crazy mood-swings. i got two benefits from the pill which is weight loss and definitely did not get pregnant. This pill works really good for me and I will continue using it until I'm ready to have a child in the future.,4.0,Taken for 1 to 2 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4354,2012-06-25,Cartia XT,diltiazem,"I took Cartia XT 120 mg once a day for thousands of PACs and PSVT. Cartia is mild, with few side effects, but good results. 

I took (Teva brand) Diltiazem EX 120 mg and had problems. I found out when I took leftover Cartia's that the problem is the Teva brand doesn't work as well for me.",7.0,Taken for 1 to 2 years,For Supraventricular Tachycardia:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4355,2012-06-21,Antabuse,disulfiram,"Most of you on this site have had one or more miserable mornings where you have told yourself and others that you have quit drinking for good. I had a countless number of those before I saw my Doctor and was prescribed Antabuse. My intentions were always sincere but this medicine required that I saw my intentions through. 
I had loads of motivation, 2 pills a day, and was sober for a month. Thanks to that same motivation, the fact that I was feeling much better, and many many other reasons, I have been sober for another 3 months without Antabuse. 
Advice; go to the store and buy all of your alcohol free hygiene products beforehand. You will still have the physical symptoms so read up on those. If you can't talk to your doctor, find another one.",8.0,Taken for 1 to 6 months,For Alcohol Dependence:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4356,2012-06-19,Camrese,ethinyl estradiol/levonorgestrel,"Breakthrough bleeding, headaches ,nausea, bloating....
Have been bleeding for almost two weeks. On the fourth week of the first packet.",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
4357,2012-06-14,Nuvigil,armodafinil,"I work nights in the Emergency Department as an RN at a large, very busy trauma center and have been for the past three years. This medication has been a lifesaver in terms of maintaining alertness throughout my shift without the shakes and nervous feeling like being overdosed on caffeine pills or energy drinks. I take the 250mg pill 1-2 hours before my shift at 7 pm and it carries me throughout the night. I used to take Provigil 100mg for two years before Nuvigil came out and found that I was taking up to 200mg doses a night. Nuvigil is great because it is cheaper, even with insurance and seems to last longer. I only take it four times a week when I work and that three day off time provides enough time for my body to not get used to it.",7.0,Taken for 6 months to 1 year,For Shift Work Sleep Disorder:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4358,2012-06-10,Nuvigil,armodafinil,"I took this to help with the endless, debilitating fatigue I have from fibromyalgia. It didn't relieve my physical or mental fatigue at all but it did keep me awake until three in the morning (I took it about 11 am). I felt jittery and feverish (no actual fever, though). It kept me going all day but I still had the heavy, uncomfortable feelings of physical and mental fatigue. ",7.0,Taken for less than 1 month,For Fibromyalgia:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4359,2012-06-06,Gianvi,drospirenone/ethinyl estradiol,"I have polycystic ovarian syndrome and absolutely love Gianvi. This is my first birth control and I've been on it for almost a year. I was diagnosed with PCOS and my gyno put me on the medication. For me, I was getting periods every 9 months which to some people is a dream. But not for me. Now that I've been on the pill I do get it monthly and it lasts me about 4-5 days. And its done wonders for me. I've lost weight, my blood pressure has decreased. Used to be in the 160's and my breast have gotten larger. I don't suffer from mood swings but I do get terrible cramps but easily taken care of. And for acne, my skin has always been somewhat dry so I haven't noticed a difference. I would recommended this for people.",6.0,Taken for 6 months to 1 year,For Menstrual Disorders:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4360,2012-06-04,Epitol,carbamazepine,"I've been on Epitol for a little over 6 months and it has CHANGED my life. I had a hard time finding a medication that didn't worsen my condition or give me weird side effects and so far, I've had NONE of that from Epitol.  The first few weeks were a little difficult as it made me kind of tired but I quickly adapted and no longer get drowsy. (I still find it best to take it before bedtime). My depressed symptoms are all but gone and my manic spells are much more mild (though occasionally longer). This medicine was a God-send.",8.0,Taken for 6 months to 1 year,For Bipolar Disorder:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4361,2012-06-03,Jolivette,norethindrone,"Just started my 2nd month. The 1st week and a half I had light bleeding everyday. Then the next week, my nipples were so sore. Now, this past week I've had on and off light bleeding and cramps during the last week of pills. I have no side effects emotionally, which is great, because everything else makes me go crazy. But, I have noticed a little weight gain and craving food all the time, and I jog 3 to 4 times a week. I am 24, no pregnancies ever. I'm not sure about this pill yet. I'll give it another month and see how it goes. I don't even want to be on birth control, but my cramping and periods are so terrible without it.",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4362,2012-06-02,Copaxone,glatiramer,"I chose Copaxone because of the liver problems that people have from the oral medication.  I have been on Copaxone for 2 months now.  I have had site reactions like swelling, redness and itching.  I have started using the heat before and a cold pack after my injection which has helped.  Recently, I have had some problems with numbness in my right side from under my arm down to my toes and a burning sensation from my calf down to my toes. It is probably a flare up. I will stay on the injections until my neuro tells me to stop.  Shared Solutions is great and they are very helpful.",8.0,Taken for 1 to 6 months,For Multiple Sclerosis:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4363,2012-05-30,Kariva,desogestrel/ethinyl estradiol,"I was on Kariva for 3months and then I decided to stop taking it all together. I'd experience dizziness to the point where I'd have to sit down and also had an increase in constant headaches. The day that I decided to stop taking it, I had an extreme mood swing/panic attack. Some days while taking the pill I didn't feel like myself emotionally. I originally got on the pill to help reduce my cramps because they were so painful. The pain of my cramps did lessen, but occasionally it was still as intense as it was before I was on the pill. I bled/spotted on the third week and had my actual period the fourth. So I ended up bleeding well over a week which is more than my normal. I did not gain any weight, but my appetite increased.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
4364,2012-05-30,norepinephrine,,Rated subjectively from patient assessment s/p administration,8.0,,Levophed (norepinephrine) for Hypotension:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4365,2012-05-30,Cryselle,ethinyl estradiol/norgestrel,,5.0,,,"Teva Pharmaceuticals USA, Inc.",10 / 10
4366,2012-05-29,Velivet,desogestrel/ethinyl estradiol,"I have been on Velivet for about a year. It has been better than the birth control I was on before, Ortho Tri-Cyclen, but I have decided to go off of it because for 2 weeks at the end of my cycle I am incredibly emotional, cannot stop crying, am irritated and irrational and it's having a serious toll. I also have a pretty low sex drive.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
4367,2012-05-28,Reclipsen,desogestrel/ethinyl estradiol,"I'm on my 3rd pack and so far it has been GREAT! I've tried Ortho-Tricyclen Lo and Alesse in the past, and both made me feel super emotional and like I was PMSing.  I feel like I normally do while taking Reclipsen and I've noticed that I've dropped some weight as well.  I do have polycystic ovarian syndrome, so it may be because my hormones are getting regulated with the pill.  Another thing I've noticed is that my breasts have grown a bit larger.  I am now wearing a D cup instead of a C.  My breasts were a bit sore the first 6 weeks, but not anymore.  But so far, so good!",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4368,2012-05-26,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"This pill by far cleared up my acne! I've been trying different face washes for years, and the thing that worked the most was THIS PILL, which isn't even a face wash! I experienced no weight gain at all, I was actually hoping for weight gain. Also everyone was talking about how birth control pills helped your breast grow, and with Portia, it just didn't happen for me. Maybe because it was a low dose. It prevented pregnancy, and I had NO CRAMPS! Wooohoo! My periods were a lot lighter. I actually felt healthy on it!",4.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
4369,2012-05-24,Jolessa,ethinyl estradiol/levonorgestrel,"I have been on Jolessa for 7 years. I DON'T take the placebo pills, and have not had a period the 7 years except for once, when the Doctors office and Mail order pharmacy my former insurance made me use, got their wires crossed. If I don't take the pill exactly the same time every day...my body lets me know that it needs it's dose! No acne, and I have not had any weight gain. Slight spotting here and there, maybe once or twice a year. I don't plan on having any more children (I have a 10 1/2 year old), but am only 28, so the Dr.'s won't let me get a tubal ligation. I thought of the IUD, but quite frankly, I like NEVER having a period. No ill effects after 7 years without it. Healthy as ever.",5.0,Taken for 5 to 10 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4370,2012-05-22,Provigil,modafinil,"Provigil (Modafinil) has been a good addition to my regimen for dealing with the symptoms of narcolepsy.  I take different doses depending on severity of symptoms.  I take 50 mg. twice a day most of the time.  Or 100 mg. twice a day.  I have tried 200 mg. once or twice a day and that's where the side effects kick in (very dry mouth and headaches).  It does keep me awake during the day most of the time, but sometimes I feel as if I never took it.  But that's where adding coffee or caffeine pills really helps.  I feel safe taking this med and I'm happy to have discovered it.",8.0,Taken for 6 months to 1 year,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",8 / 10
4371,2012-05-14,Nuvigil,armodafinil,"I have taken 250mg daily of Nuvigil for two years now. Without/before it I couldn't think straight, I dropped stuff, couldn't perform the simplest daily functions. Nuvigil has given me my life back! I couldn't drive for a year, I can now. My narcolepsy is pretty bad and if I miss one day of the Nuvigil I can't function. By the afternoon I can't stay awake or hold on to anything. The other medicine I was on didn't even compare to Nuvigil!",7.0,Taken for 2 to 5 years,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",10 / 10
4372,2012-05-09,fluticasone/salmeterol,,"Has helped control my asthma, recently started 500/50 since I had another flare up. I don't need a rescue inhaler near as often. Do get thrush occasionally and a little sore throat. But it does keep my asthma attacks down a lot.",6.0,Taken for 1 to 6 months,"Advair Diskus (fluticasone / salmeterol) for Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",
4373,2012-05-09,Camrese,ethinyl estradiol/levonorgestrel,I had never been on birth control and just 6 weeks after having my little boy I was placed on this birth control.  This pill has given me such headaches that I had to start taking the product around 8 in the evening so that it wouldn't bother me. I have also not been able to lose any weight on this.  I have been regularly exercising and eating under 1200 calories and not lost a pound.  The side effects have pushed me to have to switch birth control.,5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
4374,2012-05-07,Nuvigil,armodafinil,"It comes down to a very basic choice: DO I want to remain semi-comatose, in pain from head to toe, or remain drugged up and semi-sentient from the cocktail of potions meant to ease my ""depression""?

NUVIGIL is a third, best option. NUVIGIL brings back your ability to focus, concentrate, persevere, work at whatever your body can handle that day... all the things that make living productive and rewarding.

Before NUVIGIL, I was losing, or had lost so many parts of my personality to just EXISTING from one prescription of AMBIEN, CYMBALTA, LYRICA, AMITRYPTILINE, FLUOXETINE, DOXEPIN, ZOLPIDEM, HYOSCYAMINE SULFATE, CYCLOBENZAPRINE, HYDROCHLOROTHIAZIDE, LISINOPRIL, METHOCARBAMOL, PROPANOLOL, etc.",7.0,Taken for 1 to 6 months,For Fibromyalgia:,"Teva Pharmaceuticals USA, Inc.",9 / 10
